species,date,latitude,longitude
Pronghorn,16/07/2015,39.643239,-120.39093
Pronghorn,16/07/2015,39.643239,-120.39093
Pronghorn,12/04/2014,34.96326696,-118.6390766
Pronghorn,27/03/2016,35.20050052,-119.7410755
Pronghorn,25/02/2018,41.8690495,-121.9290161
Pronghorn,14/05/2017,34.63761667,-118.3275967
Pronghorn,28/03/2018,39.74626881,-120.0133395
Pronghorn,08/04/2018,35.37275,-120.1255195
Pronghorn,15/04/2018,40.460045,-120.2960883
Pronghorn,20/04/2018,34.95769353,-118.4944153
Pronghorn,29/04/2018,34.83296838,-118.730793
Pronghorn,29/04/2018,34.933118,-118.499908
Pronghorn,25/04/2018,34.85203741,-118.564428
Pronghorn,06/05/2018,39.76247222,-120.2671361
Pronghorn,18/01/2016,35.09210257,-119.6690941
Pronghorn,30/05/2018,41.2357195,-121.1440181
Pronghorn,07/06/2018,39.7194024,-120.1196347
Pronghorn,18/06/2018,38.16050283,-119.1390917
Pronghorn,16/02/2014,39.50369301,-122.2199787
Pronghorn,17/07/2018,37.9385417,-118.6123501
Pronghorn,24/07/2018,38.14563667,-119.1258617
Pronghorn,24/07/2018,38.15472,-119.1305517
Pronghorn,24/07/2018,38.2087233,-119.0143808
Pronghorn,16/02/2014,39.30025573,-122.2271365
Pronghorn,25/06/2018,40.65968167,-120.65673
Pronghorn,19/08/2018,40.29373074,-120.2005721
Pronghorn,03/09/2018,39.81515,-120.3247
Pronghorn,27/10/2018,41.40065,-120.55685
Pronghorn,16/02/2014,39.44461064,-122.1997966
Pronghorn,14/07/2018,39.54936671,-122.2493219
Pronghorn,30/06/1979,37.89357526,-118.7879058
Pronghorn,23/04/2018,38.28280235,-118.9829327
Pronghorn,17/11/2018,35.80909255,-120.3681548
Pronghorn,18/11/2018,35.16312963,-119.8338158
Pronghorn,24/11/2018,35.15446406,-119.8228266
Pronghorn,25/11/2018,35.16790279,-119.8214271
Pronghorn,24/07/2018,38.14566,-119.12591
Pronghorn,05/05/2018,38.02896468,-119.112854
